lower_note,upper_note,interval_name,semitones,frequency_ratio,cents,harmonic_series_position,consonance_level,interval_class,compound_interval,enharmonic_spellings,beat_frequency_hz_440,beat_frequency_hz_432,lower_freq_hz_440,upper_freq_hz_440,lower_freq_hz_432,upper_freq_hz_432,resolution_vectors,functional_tendencies,modern_applications,constructive_interference_ratio,destructive_interference_ratio,interference_pattern_type,phase_relationship_degrees,roughness_index
D#6/Eb6,B7,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,2706.56,2657.35,1244.51,3951.07,1221.8825454545500,3879.232363636360,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0784,0.5402,separate_tones,201.6,0.1
D#6/Eb6,C8,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,2941.5,2888.02,1244.51,4186.01,1221.8825454545500,4109.900727272730,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,separate_tones,180.0,0.1
E6,F6,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,78.4,76.97,1318.51,1396.91,1294.537090909090,1371.5116363636400,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7608,0.0305,roughness,144.0,0.716
E6,G6,minor third,3,6:5,300,none,consonant,m3,simple,minor third,249.47,244.93,1318.51,1567.98,1294.537090909090,1539.4712727272700,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9026,0.0107,separate_tones,169.2,0.1
E6,A6,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,441.49,433.46,1318.51,1760.0,1294.537090909090,1728.0,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9852,0.0015,consonant_separate_tones,176.4,0.03
E6,B6,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,657.02,645.07,1318.51,1975.53,1294.537090909090,1939.6112727272700,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9833,0.0017,consonant_separate_tones,7.2,0.03
E6,C7,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,774.49,760.41,1318.51,2093.0,1294.537090909090,2054.9454545454500,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5336,0.0804,separate_tones,176.4,0.1
E6,D7,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,1030.81,1012.07,1318.51,2349.32,1294.537090909090,2306.605090909090,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,separate_tones,291.6,0.1
E6,E7,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,1318.51,1294.54,1318.51,2637.02,1294.537090909090,2589.074181818180,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,1.0,0.0,consonant_separate_tones,183.6,0.03
E6,F7,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,1475.32,1448.5,1318.51,2793.83,1294.537090909090,2743.033090909090,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4568,0.1063,separate_tones,115.2,0.1
E6,G7,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,1817.45,1784.41,1318.51,3135.96,1294.537090909090,3078.9425454545500,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,separate_tones,162.0,0.1
E6,A7,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,2201.49,2161.46,1318.51,3520.0,1294.537090909090,3456.0,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.1299,0.4011,separate_tones,176.4,0.1
E6,B7,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,2632.56,2584.7,1318.51,3951.07,1294.537090909090,3879.232363636360,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4992,separate_tones,201.6,0.1
E6,C8,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,2867.5,2815.36,1318.51,4186.01,1294.537090909090,4109.900727272730,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0784,0.5402,separate_tones,180.0,0.1
F6,G6,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,171.07,167.96,1396.91,1567.98,1371.5116363636400,1539.4712727272700,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9753,0.0025,separate_tones,25.2,0.1
F6,A6,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,363.09,356.49,1396.91,1760.0,1371.5116363636400,1728.0,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9097,0.0098,consonant_separate_tones,32.4,0.03
F6,B6,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,578.62,568.1,1396.91,1975.53,1371.5116363636400,1939.6112727272700,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5528,0.0748,separate_tones,223.2,0.1
F6,C7,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,696.09,683.43,1396.91,2093.0,1371.5116363636400,2054.9454545454500,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9834,0.0017,consonant_separate_tones,32.4,0.03
F6,D7,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,952.41,935.09,1396.91,2349.32,1371.5116363636400,2306.605090909090,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3549,0.1538,separate_tones,147.6,0.1
F6,E7,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,1240.11,1217.56,1396.91,2637.02,1371.5116363636400,2589.074181818180,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4711,0.1009,separate_tones,39.6,0.1
F6,F7,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,1396.92,1371.52,1396.91,2793.83,1371.5116363636400,2743.033090909090,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,0.9999,0.0,consonant_separate_tones,331.2,0.03
F6,G7,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,1739.05,1707.43,1396.91,3135.96,1371.5116363636400,3078.9425454545500,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,18.0,0.1
F6,A7,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,2123.09,2084.49,1396.91,3520.0,1371.5116363636400,3456.0,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,32.4,0.1
F6,B7,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,2554.16,2507.72,1396.91,3951.07,1371.5116363636400,3879.232363636360,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,57.6,0.1
F6,C8,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,2789.1,2738.39,1396.91,4186.01,1371.5116363636400,4109.900727272730,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4992,separate_tones,36.0,0.1
F#6/Gb6,G6,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,88.0,86.4,1479.98,1567.98,1453.0712727272700,1539.4712727272700,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7608,0.0305,roughness,0.0,0.62
F#6/Gb6,A6,minor third,3,6:5,300,none,consonant,m3,simple,minor third,280.02,274.93,1479.98,1760.0,1453.0712727272700,1728.0,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9026,0.0107,separate_tones,7.2,0.1
F#6/Gb6,B6,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,495.55,486.54,1479.98,1975.53,1453.0712727272700,1939.6112727272700,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9852,0.0015,consonant_separate_tones,198.0,0.03
F#6/Gb6,C7,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,613.02,601.87,1479.98,2093.0,1453.0712727272700,2054.9454545454500,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5529,0.0748,separate_tones,7.2,0.1
F#6/Gb6,D7,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,869.34,853.53,1479.98,2349.32,1453.0712727272700,2306.605090909090,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5336,0.0804,separate_tones,122.4,0.1
F#6/Gb6,E7,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,1157.04,1136.0,1479.98,2637.02,1453.0712727272700,2589.074181818180,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,separate_tones,14.4,0.1
F#6/Gb6,F7,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,1313.85,1289.96,1479.98,2793.83,1453.0712727272700,2743.033090909090,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4711,0.1009,separate_tones,306.0,0.1
F#6/Gb6,G7,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,1655.98,1625.87,1479.98,3135.96,1453.0712727272700,3078.9425454545500,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4568,0.1063,separate_tones,352.8,0.1
F#6/Gb6,A7,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,2040.02,2002.93,1479.98,3520.0,1453.0712727272700,3456.0,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,separate_tones,7.2,0.1
F#6/Gb6,B7,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,2471.09,2426.16,1479.98,3951.07,1453.0712727272700,3879.232363636360,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.1299,0.4011,separate_tones,32.4,0.1
F#6/Gb6,C8,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,2706.03,2656.83,1479.98,4186.01,1453.0712727272700,4109.900727272730,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,10.8,0.1
G6,A6,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,192.02,188.53,1567.98,1760.0,1539.4712727272700,1728.0,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9753,0.0025,separate_tones,7.2,0.1
G6,B6,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,407.55,400.14,1567.98,1975.53,1539.4712727272700,1939.6112727272700,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9097,0.0098,consonant_separate_tones,198.0,0.03
G6,C7,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,525.02,515.47,1567.98,2093.0,1539.4712727272700,2054.9454545454500,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9852,0.0015,consonant_separate_tones,7.2,0.03
G6,D7,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,781.34,767.13,1567.98,2349.32,1539.4712727272700,2306.605090909090,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9834,0.0017,consonant_separate_tones,122.4,0.03
G6,E7,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,1069.04,1049.6,1567.98,2637.02,1539.4712727272700,2589.074181818180,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3549,0.1538,separate_tones,14.4,0.1
G6,F7,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,1225.85,1203.56,1567.98,2793.83,1539.4712727272700,2743.033090909090,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,separate_tones,306.0,0.1
G6,G7,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,1567.98,1539.47,1567.98,3135.96,1539.4712727272700,3078.9425454545500,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,1.0,0.0,consonant_separate_tones,352.8,0.03
G6,A7,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,1952.02,1916.53,1567.98,3520.0,1539.4712727272700,3456.0,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,7.2,0.1
G6,B7,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,2383.09,2339.76,1567.98,3951.07,1539.4712727272700,3879.232363636360,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,32.4,0.1
